problem_ID,problem_set_ID,question,kind,filename,q_len
257,17,"  $15=x-3x$\\*[50pt]
",question,0425Alg2-1214remake-review.tex,21
258,17,"  $\frac{1}{2}(3-7x)=4x$\\*[60pt]
",question,0425Alg2-1214remake-review.tex,34
259,17,"  $19=\frac{2}{5}x+2.6x-8$\\*[60pt]

",question,0425Alg2-1214remake-review.tex,37
260,17,"\newpage
",newpage,0425Alg2-1214remake-review.tex,9
261,17,"\subsection*{Slope-intercept form}

What is the slope and $y$-intercept of each equation? 
",section,0425Alg2-1214remake-review.tex,91
262,17,"  $y=\frac{1}{2}x-3$\\*[10pt]
",question,0425Alg2-1214remake-review.tex,30
263,17,"  $4x-3y=6$\\*[40pt]


",question,0425Alg2-1214remake-review.tex,23
264,17,"\subsection*{Function substitution}
",section,0425Alg2-1214remake-review.tex,36
265,17,"Given $f(x)=4x+7$. Simplify $f(2.5)$.\\*[50pt]
",question,0425Alg2-1214remake-review.tex,47
266,17,"Given $\displaystyle f(x)=-\frac{(12-4x)}{5}$. Simplify $f(-2)$.\\*[80pt]

",question,0425Alg2-1214remake-review.tex,75
267,17,"Solve the system algebraically.\\
$2x-4y=6$\\*
$3x+4y=29$\\*[60pt]


",question,0425Alg2-1214remake-review.tex,69
268,17,"\newpage

",newpage,0425Alg2-1214remake-review.tex,10
269,17,"Given the function $f(x)=-\frac{1}{3}x+1$. 
\begin{enumerate}
    \item Write down the $y$-intercept.\\*[10pt]
    \item Write down the slope of $f(x)$.\\*[10pt]
    \item Draw the function $f(x)$ on the graph below.
    \item Mark the point $Q (-3, -2)$.
    \item A second line, $g(x)$, is parallel to $f(x)$ and passes through point $Q$. Plot $g(x)$ on the graph.
    \item What is the $y$-intercept of $g(x)$?\\*[10pt]
\end{enumerate}

\begin{figure}[!ht]
    \centering
    \includegraphics[width=0.75\textwidth]{regents-grid.pdf}
\end{figure}

",question,0425Alg2-1214remake-review.tex,550
270,17,"\newpage
",newpage,0425Alg2-1214remake-review.tex,9
271,17,"Solve the system of equations by graphing. Select a point in the solution set and label it on the graph as ordered pair.
\[x+y>6\]
\[-3x+y \leq 2\]

\begin{figure}[!ht]
    \centering
    \includegraphics[width=0.65\textwidth]{regents-grid.pdf}
\end{figure}

",question,0425Alg2-1214remake-review.tex,259
272,17,"Is the expression $1+\sqrt{7}$ rational, irrational, or neither? Explain.


",question,0425Alg2-1214remake-review.tex,76
273,17,"\newpage

",newpage,0425Alg2-1214remake-review.tex,10
274,17," 
\begin{enumerate}
    \item Mark the point $P(6, -1)$ on the graph.
    \item The line $L_1$ has a $y$-intercept of 2 and passes through point $P$. Graph $L_1$.
    \item What is the slope of line $L_1$?\\*[20pt]
    \item What is the equation of line $L_1$?\\*[20pt]
    \item A second line, $L_2$ has the equation $2x-4y=8$. Plot $L_2$ on the graph.
    \item On the graph, mark the intersection of the two lines, the point $Q$, as an ordered pair.

\begin{figure}[!ht]
    \centering
    \includegraphics[width=0.65\textwidth]{regents-grid.pdf}
\end{figure}
\end{enumerate}

",question,0425Alg2-1214remake-review.tex,580
275,17,"\newpage
",newpage,0425Alg2-1214remake-review.tex,9
276,17,"Solve the system of equations by graphing. Select a point in the solution set and label it on the graph as ordered pair.
\[x+y>6\]
\[-3x+y \leq 2\]

\begin{figure}[!ht]
    \centering
    \includegraphics[width=0.65\textwidth]{regents-grid.pdf}
\end{figure}

Solve each system algebraically.
",question,0425Alg2-1214remake-review.tex,292
277,17,"\item
$2x-4y=14$\\*
$3x-6y=21$\\*[60pt]

",question,0425Alg2-1214remake-review.tex,41
278,17,"
$2x-y=1$\\*
$3x+4y=7$

",question,0425Alg2-1214remake-review.tex,24
279,17,"\newpage
",newpage,0425Alg2-1214remake-review.tex,9
280,17,"Oceanside Bike Rental Shop charges a 19.50 dollar bike fee plus 6.25 dollars an hour for renting a bike. Jeffrey paid 50.75 dollars total. How many hours did he pay to have the bike checked out?\\*[140pt]

",question,0425Alg2-1214remake-review.tex,206
281,17,"Four friends go bowling. The cost per person per game is \$5.75. The cost to rent shoes is \$3.50 per person. Their total cost is \$60. How many games did they play?\\*[140pt]

",question,0425Alg2-1214remake-review.tex,177
282,17,"The admission fee at a small fair is \$1.50 for children and \$4.00 for adults. On a certain day, 40 people enter the fair and \$110.00 is collected. How many children and how many adults attended?

",question,0425Alg2-1214remake-review.tex,199
283,18,"  $12=x-5x$\\*[40pt]
",question,0427Alg2-classwork.tex,21
284,18,"  $\frac{1}{2}(5-x)=2x$\\*[60pt]
",question,0427Alg2-classwork.tex,33
285,18,"  $17=\frac{1}{2}x+4x-10$\\*[60pt]

",question,0427Alg2-classwork.tex,36
286,18,"\subsection*{Slope-intercept form}

What is the slope and $y$-intercept of each equation? 
",section,0427Alg2-classwork.tex,91
287,18,"  $y=3x-5$\\*[10pt]
",question,0427Alg2-classwork.tex,20
288,18,"  $6x+3y=9$\\*[40pt]


",question,0427Alg2-classwork.tex,23
289,18,"\subsection*{Function substitution}
",section,0427Alg2-classwork.tex,36
290,18,"Given $f(x)=3x+17$. Simplify $f(1)$.\\*[20pt]
",question,0427Alg2-classwork.tex,46
291,18,"Given $\displaystyle f(x)=-\frac{(2+4x)}{3}$. Simplify $f(-1)$.\\*[20pt]

",question,0427Alg2-classwork.tex,74
292,18,"\subsection*{Interpreting graphs}
Answer each question with as an ordered pair, in the form $(x, y)$.
",section,0427Alg2-classwork.tex,102
293,18,"In the graph shown, what point has the greatest $y$ value?\\*[30pt]
",question,0427Alg2-classwork.tex,68
294,18,"Name three points with the same $y$ value.\\*[30pt]
",question,0427Alg2-classwork.tex,52
295,18,"What is the $y$ value for $x=2$?\\*[30pt]
",question,0427Alg2-classwork.tex,42
296,18,"What is the $x$ value that would make $y=4$?\\*[30pt]
",question,0427Alg2-classwork.tex,54
297,18,"What is the value of $f(0)$?\\*[30pt]

\begin{figure}[!ht]
    \centering
    \includegraphics[width=0.35\textwidth]{discrete-domain-graph.jpeg}
\end{figure}

",question,0427Alg2-classwork.tex,159
298,18,"\newpage

",newpage,0427Alg2-classwork.tex,10
299,18,"\subsection*{Graphing linear functions}
Use pencil for graphs. Mark at least some of the values on each axis. Label each function with its name or equation. 
",section,0427Alg2-classwork.tex,158
300,18,"Graph the function $f(x)=\frac{1}{2}x+4$. 
\begin{enumerate}
    \item Write down the $y$-intercept.\\*[10pt]
    \item Write down the slope of $f(x)$.\\*[10pt]
    \item Mark the point $Q (6, 2)$.
    \item A second line, $g(x)$, is parallel to $f(x)$ and passes through point $Q$. Plot $g(x)$ on the graph.
    \item What is the $y$-intercept of $g(x)$?\\*[10pt]
\end{enumerate}

\begin{figure}[!ht]
    \centering
    \includegraphics[width=0.75\textwidth]{regents-grid.pdf}
\end{figure}

",question,0427Alg2-classwork.tex,492
301,18,"\newpage
",newpage,0427Alg2-classwork.tex,9
302,18," 
\begin{enumerate}
    \item Mark the point $P(3, -2)$ on the graph.
    \item The line $L_1$ has a $y$-intercept of 2 and passes through point $P$. Graph $L_1$.
    \item What is the slope of line $L_1$?\\*[20pt]
    \item What is the equation of line $L_1$?\\*[20pt]
    \item A second line, $L_2$ has the equation $x-y=-9$. Plot $L_2$ on the graph.
    \item What is the slope of $L_2$?\\*[30pt]
    \item Are the two lines $L_1$ and $L_2$ parallel, perpendicular, or neither?\\*[20pt]
    \item On the graph, mark the intersection of the two lines, the point $Q$, as an ordered pair.


\begin{figure}[!ht]
    \centering
    \includegraphics[width=0.65\textwidth]{regents-grid.pdf}
\end{figure}
\end{enumerate}


",question,0427Alg2-classwork.tex,718
303,19,"The function $p(t)=110e^{0.03922t}$ models the population of a city, in millions, $t$ years after 2010.
\begin{enumerate}
    \item Initially, as of 2010, what is the population in millions.\\[40pt]
    \item What is the rate that the population increases continuously, per year?\\[40pt]
    \item Express the population as a function with the form $p(t)=Ab^{t}$, where $A$ and $b$ are real numbers.\\[40pt]
\end{enumerate}

",question,0503Alg2-classwork.tex,425
304,19,"For a given time, $x$, in seconds, an electric current, $y$, can be represented by $y = 2.7^{-.10x}$. 
\begin{enumerate}
    \item Simplify the expression to eliminate the coefficient in the exponent.\\[40pt]
    \item Is the electric current increasing or decreasing? Justify your answer.\\[70pt]
    \item Is the current in the original equation, above, exponential growth or decay? Why?\\[70pt]
\end{enumerate}

",question,0503Alg2-classwork.tex,415
305,19,"\newpage

",newpage,0503Alg2-classwork.tex,10
306,19,"Iridium-192 is an isotope of iridium and has a half-life of 73.83 days. If a laboratory experiment begins with 100 grams of Iridium-192, the number of grams, $A$, of Iridium-192 present after $t$ days would be 
\[A=100 \left( \frac{1}{2} \right)^\frac{t}{73.83}\]

\begin{enumerate}
    \item Simplify the equation to eliminate the fraction in the exponent.\\[30pt]
    \item After one day, how much isotope is present?\\[30pt]
    \item As a percentage, how much does the mass of the isotope change each day?\\[30pt]
\end{enumerate}

",question,0503Alg2-classwork.tex,535
307,19,"A bank account earns interest at a continuous interest rate of 5\% per year. The initial deposit is \$225.
\begin{enumerate}
    \item Express the balance in the account as a function in the form $P(t)=P_0 \cdot e^{rt}$\\[30pt]
    \item Convert the function to one without a coefficient in the exponent. \\[30pt]
    \item What is the interest rate expressed as a simple, annual rate?\\[30pt]
\end{enumerate}

",question,0503Alg2-classwork.tex,411
308,19,"Judith puts \$5000 into an investment account with interest compounded continuously. What is the approximate annual rate is needed for the account to grow to \$9110 after 30 years?

",question,0503Alg2-classwork.tex,182
309,19,"\newpage

",newpage,0503Alg2-classwork.tex,10
310,19,"\subsection*{Homework}

",section,0503Alg2-classwork.tex,24
311,19,"Write $\sqrt[3]x^2$ as a single term with a rational exponent.\\*[30pt]

",question,0503Alg2-classwork.tex,73
312,19,"Write $\sqrt{a^2} \div a^3$ as an expression with positive, integer exponents.\\*[30pt]

",question,0503Alg2-classwork.tex,89
313,19,"If $n=\sqrt{a^3}$ and $m=a$, where $a > 0$, express $\frac{n}{m}$ as 
\begin{enumerate}
    \item a radical with positive, integer exponents\\*[30pt]
    \item an expression with a fractional exponent\\*[30pt]
\end{enumerate}
",question,0503Alg2-classwork.tex,226
314,19,"What is the expression $6xi^3(-4xi+5)$ is equivalent to?\\*[30pt]  %Alg2 Regents Jun2017 multiple choice

",question,0503Alg2-classwork.tex,106
315,19,"Simplify the expression $(3k - 2i)^2$, where $i$ is the imaginary unit.\\[30pt] %Alg2 Regents Aug2017

",question,0503Alg2-classwork.tex,103
316,19,"Nicole tried to find the product of $(2+ 4i)$ and $(3 - i)$, and her work is shown below.
$(2 + 4i)(3 - i)$\\*
$=6 - 2i + 12i - 4i^2$\\*
$=6 + 10i - 4i^2$\\*
$=6 + 10i - 4(1)$\\*
$=6 + 10i - 4$\\*
$=2 + 10i$\\*
Identify the error in the process shown and determine the correct product of $(2+ 4i)$ and $(3 - i)$.%Alg2 Regents Jan2018

",question,0503Alg2-classwork.tex,335
317,19,"Judith puts \$1000 into an investment account with interest compounded continuously. What is the approximate annual rate is needed for the account to grow to \$1529.59 after 10 years?


",question,0503Alg2-classwork.tex,186
318,20,"A bank account earns interest at a continuous interest rate of 5\% per year. The initial deposit is \$225.
\begin{enumerate}
    \item Express the balance in the account as a function in the form $P(t)=P_0 \cdot e^{rt}$\\[30pt]
    \item Convert the function to one without a coefficient in the exponent. \\[30pt]
    \item What is the interest rate expressed as a simple, annual rate?\\[30pt]
\end{enumerate}

",question,0507Alg2_Pretest.tex,411
319,20,"Judith puts \$5000 into an investment account with interest compounded continuously. If the annual interest rate is 3.25\% what is the balance after 30 years?\\[80pt]

",question,0507Alg2_Pretest.tex,168
320,20,"The function below models the average price of gas in a small town since January 1st.
\[G(t)=-0.0049t^4 + 0.0923t^3 - 0.56t^2 +1.166t+3.23 \text{, where } 0 \leq t \leq 10.\]
If $G(t)$ is the average price of gas in dollars and $t$ represents the number of months since January 1st, the absolute maximum $G(t)$ reaches over the given domain is about what value, to the nearest cent? (graph the function in your calculator and use the Max function)%Alg2 Regents Jan2018

",question,0507Alg2_Pretest.tex,470
321,20,"\newpage


",newpage,0507Alg2_Pretest.tex,11
322,20,"Write $\sqrt[3]x^8$ as a single term with a rational exponent.\\*[30pt]

",question,0507Alg2_Pretest.tex,73
323,20,"Write $\sqrt{a^3} \div a^{\frac{1}{2}}$ as an expression with positive, integer exponents.\\*[30pt]

",question,0507Alg2_Pretest.tex,101
324,20,"If $n=\sqrt{z^5}$ and $m=z$, where $a > 0$, express $\frac{n}{m}$ as 
\begin{enumerate}
    \item a radical with positive, integer exponents\\*[30pt]
    \item an expression with a fractional exponent\\*[30pt]
\end{enumerate}

",question,0507Alg2_Pretest.tex,227
325,20,"What is the expression $5i^3(-2i+5)$ is equivalent to? Express your answer in the form $a+bi$, where $a, b \in \mathbb{R}$.\\*[30pt]  %Alg2 Regents Jun2017 multiple choice

",question,0507Alg2_Pretest.tex,173
326,20,"Simplify the expression $(2x - i)^2$, where $i$ is the imaginary unit. Express your answer in the form $a+bi$, where $a, b \in \mathbb{R}$.\\[30pt] %Alg2 Regents Aug2017

",question,0507Alg2_Pretest.tex,171
327,20,"Algebraically determine the values of $h$ and $k$ to correctly complete the identity stated below.
\[3x^3-7x^2+5x-7=(x-2)(3x^2+hx+3)+k\] %Alg2 Regents Jan 2017

",question,0507Alg2_Pretest.tex,161
328,20,"\newpage
",newpage,0507Alg2_Pretest.tex,9
329,20,"The expression $(x + a)(x + b)$ can not be written as
\begin{enumerate}
    \item $a(x + b)+ x(x + b)$
    \item $x^2 + (a + b)x + ab$ 
    \item  $x^2 + abx + ab$  
    \item $x(x + a)+ b(x + a)$
\end{enumerate}

",question,0507Alg2_Pretest.tex,214
330,20,"What is the quotient when $3x^3+9x^2+8x+5$ is divided by $x+2$?\\*[50pt]

",question,0507Alg2_Pretest.tex,74
331,20,"\newpage
",newpage,0507Alg2_Pretest.tex,9
332,20,"Judith puts \$1000 into an investment account with interest compounded continuously. What is the approximate annual rate is needed for the account to grow to \$1529.59 after 10 years?

",question,0507Alg2_Pretest.tex,185
333,20,"The function $p(t)=110e^{0.03922t}$ models the population of a city, in millions, $t$ years after 2010.
\begin{enumerate}
    \item Initially, as of 2010, what is the population in millions.\\[40pt]
    \item What is the rate that the population increases continuously, per year?\\[40pt]
    \item Express the population as a function with the form $p(t)=Ab^{t}$, where $A$ and $b$ are real numbers.\\[40pt]
\end{enumerate}

",question,0507Alg2_Pretest.tex,425
334,20,"For a given time, $x$, in seconds, an electric current, $y$, can be represented by $y = 2.7^{-.10x}$. 
\begin{enumerate}
    \item Simplify the expression to eliminate the coefficient in the exponent.\\[40pt]
    \item Is the electric current increasing or decreasing? Justify your answer.\\[70pt]
    \item Is the current in the original equation, above, exponential growth or decay? Why?\\[70pt]
\end{enumerate}

",question,0507Alg2_Pretest.tex,415
335,20,"\newpage

",newpage,0507Alg2_Pretest.tex,10
336,20,"Iridium-192 is an isotope of iridium and has a half-life of 73.83 days. If a laboratory experiment begins with 100 grams of Iridium-192, the number of grams, $A$, of Iridium-192 present after $t$ days would be 
\[A=100 \left( \frac{1}{2} \right)^\frac{t}{73.83}\]

\begin{enumerate}
    \item Simplify the equation to eliminate the fraction in the exponent.\\[30pt]
    \item After one day, how much isotope is present?\\[30pt]
    \item As a percentage, how much does the mass of the isotope change each day?\\[30pt]
\end{enumerate}


",question,0507Alg2_Pretest.tex,536
337,21,"A bank account earns interest at a continuous interest rate of 4\% per year. The initial deposit is \$175.
\begin{enumerate}
    \item Express the balance in the account as a function in the form $P(t)=P_0 \cdot e^{rt}$\\[30pt]
    \item Convert the function to one without a coefficient in the exponent. \\[30pt]
    \item What is the interest rate expressed as a simple, annual rate?\\[30pt]
\end{enumerate}

",question,0508Alg2_classwork.tex,411
338,21,"Judith puts \$2500 into an investment account with interest compounded continuously. If the annual interest rate is 2.15\% what is the balance after 20 years?\\[80pt]

",question,0508Alg2_classwork.tex,168
339,21,"The function below models the average price of gas in a small town since January 1st.
\[G(t)=0.0812t^3 - 0.75t^2 +1.25t+3.23 \text{, where } 0 \leq t \leq 5.\]
If $G(t)$ is the average price of gas in dollars and $t$ represents the number of months since January 1st, the absolute maximum $G(t)$ reaches over the given domain is about what value, to the nearest cent? (graph the function in your calculator and use the Max function)%Alg2 Regents Jan2018

",question,0508Alg2_classwork.tex,455
340,21,"\newpage


",newpage,0508Alg2_classwork.tex,11
341,21,"Write $\sqrt[3]x^5$ as a single term with a rational exponent.\\*[30pt]

",question,0508Alg2_classwork.tex,73
342,21,"Write $\sqrt{a^4} \div a^{\frac{1}{2}}$ as an expression with positive, integer exponents.\\*[30pt]

",question,0508Alg2_classwork.tex,101
343,21,"If $n=\sqrt{z^3}$ and $m=z$, where $a > 0$, express $\frac{n}{m}$ as 
\begin{enumerate}
    \item a radical with positive, integer exponents\\*[30pt]
    \item an expression with a fractional exponent\\*[30pt]
\end{enumerate}

",question,0508Alg2_classwork.tex,227
344,21,"What is the expression $2i^3(-3i+7)$ is equivalent to? Express your answer in the form $a+bi$, where $a, b \in \mathbb{R}$.\\*[30pt]  %Alg2 Regents Jun2017 multiple choice

",question,0508Alg2_classwork.tex,173
345,21,"Simplify the expression $(1x - 3i)^2$, where $i$ is the imaginary unit. Express your answer in the form $a+bi$, where $a, b \in \mathbb{R}$.\\[30pt] %Alg2 Regents Aug2017

",question,0508Alg2_classwork.tex,172
346,21,"Algebraically determine the values of $h$ and $k$ to correctly complete the identity stated below.
\[3x^3-7x^2+5x-5=(x-2)(3x^2+hx+k)\] %Alg2 Regents Jan 2017

",question,0508Alg2_classwork.tex,159
347,21,"\newpage
",newpage,0508Alg2_classwork.tex,9
348,21,"The expression $(x + a)(x + b)$ can not be written as
\begin{enumerate}
    \item $a(x + b)+ x(x + b)$
    \item $x^2 + (a - b)x + ab$ 
    \item  $x^2 + (a + b)x + ab$  
    \item $x(x + a)+ b(x + a)$
\end{enumerate}

",question,0508Alg2_classwork.tex,219
349,21,"What is the quotient and the remainder when $3x^3+8x^2+7x+3$ is divided by $x+2$?\\*[50pt]

",question,0508Alg2_classwork.tex,92
350,21,"\newpage
",newpage,0508Alg2_classwork.tex,9
351,21,"Judith puts \$1000 into an investment account with interest compounded continuously. What is the approximate annual rate is needed for the account to grow to \$1529.59 after 10 years?

",question,0508Alg2_classwork.tex,185
352,21,"The function $p(t)=110e^{0.03922t}$ models the population of a city, in millions, $t$ years after 2010.
\begin{enumerate}
    \item Initially, as of 2010, what is the population in millions.\\[40pt]
    \item What is the rate that the population increases continuously, per year?\\[40pt]
    \item Express the population as a function with the form $p(t)=Ab^{t}$, where $A$ and $b$ are real numbers.\\[40pt]
\end{enumerate}

",question,0508Alg2_classwork.tex,425
353,21,"For a given time, $x$, in seconds, an electric current, $y$, can be represented by $y = 2.7^{-.10x}$. 
\begin{enumerate}
    \item Simplify the expression to eliminate the coefficient in the exponent.\\[40pt]
    \item Is the electric current increasing or decreasing? Justify your answer.\\[70pt]
    \item Is the current in the original equation, above, exponential growth or decay? Why?\\[70pt]
\end{enumerate}

",question,0508Alg2_classwork.tex,415
354,21,"\newpage

",newpage,0508Alg2_classwork.tex,10
355,21,"Iridium-192 is an isotope of iridium and has a half-life of 73.83 days. If a laboratory experiment begins with 100 grams of Iridium-192, the number of grams, $A$, of Iridium-192 present after $t$ days would be 
\[A=100 \left( \frac{1}{2} \right)^\frac{t}{73.83}\]

\begin{enumerate}
    \item Simplify the equation to eliminate the fraction in the exponent.\\[30pt]
    \item After one day, how much isotope is present?\\[30pt]
    \item As a percentage, how much does the mass of the isotope change each day?\\[30pt]
\end{enumerate}


",question,0508Alg2_classwork.tex,536
356,22,"Determine whether the binomial $x+3$ is a factor of $f(x)=3x^3+10x^2-x-12$.

",question,0509Alg2_CW.tex,77
357,22,"Given $r(x)=x^3-4x^2+4x-6$, find the value of $r(2)$.
What does your answer tell you about $x-2$ as a factor of $r(x)$? Explain. %Alg2 Regents Jun2017 

",question,0509Alg2_CW.tex,153
358,22,"A manufacturing company has developed a cost model, $C(x)=0.15x^3+0.01x^2+2x+120$, where $x$ is the number of items sold, in thousands. The sales price can be modeled by $S(x)=30-0.01x$. Therefore, revenue is modeled by $R(x)=x \cdot S(x)$.\\*[5pt]
The company’s profit, $P(x)=R(x)-C(x)$, could be modeled by what polynomial?  %Alg2 Regents Jun2017 multiple choice

",question,0509Alg2_CW.tex,366
359,22,"\newpage

",newpage,0509Alg2_CW.tex,10
360,22,"A bank account earns interest at a continuous interest rate of 4\% per year. The initial deposit is \$175.
\begin{enumerate}
    \item Express the balance in the account as a function in the form $P(t)=P_0 \cdot e^{rt}$\\[30pt]
    \item Convert the function to one without a coefficient in the exponent. \\[30pt]
    \item What is the interest rate expressed as a simple, annual rate?\\[30pt]
\end{enumerate}

",question,0509Alg2_CW.tex,411
361,22,"Judith puts \$2500 into an investment account with interest compounded continuously. If the annual interest rate is 2.15\% what is the balance after 20 years?\\[80pt]

",question,0509Alg2_CW.tex,168
362,22,"The function below models the average price of gas in a small town since January 1st.
\[G(t)=0.0812t^3 - 0.75t^2 +1.25t+3.23 \text{, where } 0 \leq t \leq 5.\]
If $G(t)$ is the average price of gas in dollars and $t$ represents the number of months since January 1st, the absolute maximum $G(t)$ reaches over the given domain is about what value, to the nearest cent? (graph the function in your calculator and use the Max function)%Alg2 Regents Jan2018

",question,0509Alg2_CW.tex,455
363,22,"\newpage


",newpage,0509Alg2_CW.tex,11
364,22,"Write $\sqrt[3]x^5$ as a single term with a rational exponent.\\*[30pt]

",question,0509Alg2_CW.tex,73
365,22,"Write $\sqrt{a^4} \div a^{\frac{1}{2}}$ as an expression with positive, integer exponents.\\*[30pt]

",question,0509Alg2_CW.tex,101
366,22,"If $n=\sqrt{z^3}$ and $m=z$, where $a > 0$, express $\frac{n}{m}$ as 
\begin{enumerate}
    \item a radical with positive, integer exponents\\*[30pt]
    \item an expression with a fractional exponent\\*[30pt]
\end{enumerate}

",question,0509Alg2_CW.tex,227
367,22,"What is the expression $2i^3(-3i+7)$ is equivalent to? Express your answer in the form $a+bi$, where $a, b \in \mathbb{R}$.\\*[30pt]  %Alg2 Regents Jun2017 multiple choice

",question,0509Alg2_CW.tex,173
368,22,"Simplify the expression $(1x - 3i)^2$, where $i$ is the imaginary unit. Express your answer in the form $a+bi$, where $a, b \in \mathbb{R}$.\\[30pt] %Alg2 Regents Aug2017

",question,0509Alg2_CW.tex,172
369,22,"Algebraically determine the values of $h$ and $k$ to correctly complete the identity stated below.
\[3x^3-7x^2+5x-5=(x-2)(3x^2+hx+k)\] %Alg2 Regents Jan 2017

",question,0509Alg2_CW.tex,159
370,22,"\newpage
",newpage,0509Alg2_CW.tex,9
371,22,"The expression $(x + a)(x + b)$ can not be written as
\begin{enumerate}
    \item $a(x + b)+ x(x + b)$
    \item $x^2 + (a - b)x + ab$ 
    \item  $x^2 + (a + b)x + ab$  
    \item $x(x + a)+ b(x + a)$
\end{enumerate}

",question,0509Alg2_CW.tex,219
372,22,"What is the quotient and the remainder when $3x^3+8x^2+7x+3$ is divided by $x+2$?\\*[50pt]

",question,0509Alg2_CW.tex,92
373,22,"\newpage
",newpage,0509Alg2_CW.tex,9
374,22,"Judith puts \$1000 into an investment account with interest compounded continuously. What is the approximate annual rate is needed for the account to grow to \$1529.59 after 10 years?

",question,0509Alg2_CW.tex,185
375,22,"The function $p(t)=110e^{0.03922t}$ models the population of a city, in millions, $t$ years after 2010.
\begin{enumerate}
    \item Initially, as of 2010, what is the population in millions.\\[40pt]
    \item What is the rate that the population increases continuously, per year?\\[40pt]
    \item Express the population as a function with the form $p(t)=Ab^{t}$, where $A$ and $b$ are real numbers.\\[40pt]
\end{enumerate}

",question,0509Alg2_CW.tex,425
376,22,"For a given time, $x$, in seconds, an electric current, $y$, can be represented by $y = 2.7^{-.10x}$. 
\begin{enumerate}
    \item Simplify the expression to eliminate the coefficient in the exponent.\\[40pt]
    \item Is the electric current increasing or decreasing? Justify your answer.\\[70pt]
    \item Is the current in the original equation, above, exponential growth or decay? Why?\\[70pt]
\end{enumerate}

",question,0509Alg2_CW.tex,415
377,22,"\newpage

",newpage,0509Alg2_CW.tex,10
378,22,"Iridium-192 is an isotope of iridium and has a half-life of 73.83 days. If a laboratory experiment begins with 100 grams of Iridium-192, the number of grams, $A$, of Iridium-192 present after $t$ days would be 
\[A=100 \left( \frac{1}{2} \right)^\frac{t}{73.83}\]

\begin{enumerate}
    \item Simplify the equation to eliminate the fraction in the exponent.\\[30pt]
    \item After one day, how much isotope is present?\\[30pt]
    \item As a percentage, how much does the mass of the isotope change each day?\\[30pt]
\end{enumerate}


",question,0509Alg2_CW.tex,536
379,23,"Write $\sqrt[3]x \cdot \sqrt{x}$ as a single term with a rational exponent. %Alg2 Regents Jun2017
\\*[1.5in]

",question,0531Alg2_PreExam-final.tex,110
380,23,"Explain how $\displaystyle \left(3^{\frac{1}{5}} \right)^2$ can be written as the equivalent radical expression $\sqrt[5]9$. \\[1.5in]%Alg2 Regents Aug2016


",question,0531Alg2_PreExam-final.tex,158
381,23,"Given $i$ is the imaginary unit, $(2-yi)^2$ in simplest form is what? \\[1.5in]%Alg2 Regents Jun2016

",question,0531Alg2_PreExam-final.tex,102
382,23,"What is the expression $6xi^3(-4xi+5)$ is equivalent to?  %Alg2 Regents Jun2017 multiple choice


",question,0531Alg2_PreExam-final.tex,98
383,23,"\newpage
",newpage,0531Alg2_PreExam-final.tex,9
384,23,"Sketch a graph of a cubic polynomial with the following characteristics: 
\begin{itemize}
\item three negative, real zeros
\item as $x \rightarrow + \infty$, $f(x) \rightarrow + \infty$
\item as $x \rightarrow - \infty$, $f(x) \rightarrow - \infty$
\end{itemize}
\begin{center}
    \begin{tikzpicture}[scale=2/4]
    \draw[thick,<->] (-7.5,0) -- (7.5,0) node[anchor=north west] {\textbf{x}};
    \draw[thick,<->] (0,-7.5) -- (0,7.5) node[anchor=south east] {\textbf{y}};
    \end{tikzpicture}
\end{center} %Alg2 Regents Jun2016 MC

",question,0531Alg2_PreExam-final.tex,532
385,23,"Given: $f(x)=x^2+ x - 2$ and $g(x)=x-1$\\*[5pt]
Express $2 \bullet g(x) - f(x)$ as a polynomial in standard form. \\[3in] %Alg2 Regents Jan2018

",question,0531Alg2_PreExam-final.tex,145
386,23,"\newpage
",newpage,0531Alg2_PreExam-final.tex,9
387,23,"Find algebraically the zeros for  $g(x)=x^3-2x^2-5x+6$.\\*[2in]
On the set of axes below, graph $y=g(x)$.
\begin{center}
    \begin{tikzpicture}[scale=2.54/4]
    \draw[step=1cm,gray,very thin] (-10,-10) grid (10,10);
    \draw[thick,<->] (-10.5,0) -- (10.5,0) node[anchor=north west] {\textbf{x}};
    \draw[thick,<->] (0,-10.5) -- (0,10.5) node[anchor=south east] {\textbf{y}};
    %\foreach \x in {-6, -4, -2, 2, 4, 6} \draw (\x cm,1pt) -- (\x cm,-1pt) node[anchor=north] {$\x$};
    %\foreach \y in {5} \draw (1pt,\y cm) -- (-1pt,\y cm) node[anchor=east] {50};
    %\foreach \y in {-5} \draw (1pt,\y cm) -- (-1pt,\y cm) node[anchor=east] {-50};    \tkzInit[xmin=-5,xmax=5,ymin=-7,ymax=7,ystep=1]
%    \tkzFct[color=black,thick,<->,domain = -3.4:7] {0.1*(x*x-4)*(x-5)};
    \end{tikzpicture}
\end{center} %Alg2 Regents Aug2016

",question,0531Alg2_PreExam-final.tex,831
388,23,"\newpage 

",newpage,0531Alg2_PreExam-final.tex,11
389,23,"On the grid below, sketch a cubic polynomial whose zeros are 1, 3, and $-2$.\\*
\begin{center}
    \begin{tikzpicture}
    \draw[step=0.25in,gray,very thin] (0,0) grid (12.7,12.7);
    \end{tikzpicture}
\end{center} %Alg2 Regents Jan2018


",question,0531Alg2_PreExam-final.tex,240
390,23,"\newpage
",newpage,0531Alg2_PreExam-final.tex,9
